"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","question_order"
"[{""page_index"":0,""viewing_time"":816}]","816","Instructions_001","DASS21","instructions","11","13122","0.0-19.0-0.0","","",""
"","1432.5","DASS21_001","DASS21","survey-multi-choice","12","14558","0.0-20.0-0.0","{""Q0"":""Me ha costado mucho descargar la tensión.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1360.7999999970198","DASS21_002","DASS21","survey-multi-choice","13","15921","0.0-21.0-0.0","{""Q0"":""Me di cuenta que tenía la boca seca.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1440.6000000089407","DASS21_003","DASS21","survey-multi-choice","14","17363","0.0-22.0-0.0","{""Q0"":""No podía sentir ningún sentimiento positivo.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1234.8999999910593","DASS21_004","DASS21","survey-multi-choice","15","18600","0.0-23.0-0.0","{""Q0"":""Se me hizo difícil respirar.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1174.5","DASS21_005","DASS21","survey-multi-choice","16","19776","0.0-24.0-0.0","{""Q0"":""Se me hizo difícil tomar la iniciativa para hacer cosas.""}","{""Q0"":"" Me ha ocurrido mucho, o la mayor parte del tiempo""}","[0]"
"","1261.0999999940395","DASS21_006","DASS21","survey-multi-choice","17","21039","0.0-25.0-0.0","{""Q0"":""Reaccioné exageradamente en ciertas situaciones.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1319.7999999970198","DASS21_007","DASS21","survey-multi-choice","18","22360","0.0-26.0-0.0","{""Q0"":""Sentí que mis manos temblaban.""}","{""Q0"":"" Me ha ocurrido mucho, o la mayor parte del tiempo""}","[0]"
"","1598.2000000029802","DASS21_008","DASS21","survey-multi-choice","19","23960","0.0-27.0-0.0","{""Q0"":""He sentido que estaba gastando una gran cantidad de energía.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1913.7999999970198","DASS21_009","DASS21","survey-multi-choice","20","25876","0.0-28.0-0.0","{""Q0"":""Estaba preocupado por situaciones en las cuales podía tener pánico o en las que podría hacer el ridículo.""}","{""Q0"":"" Me ha ocurrido mucho, o la mayor parte del tiempo""}","[0]"
"","1788.1000000089407","DASS21_010","DASS21","survey-multi-choice","21","27669","0.0-29.0-0.0","{""Q0"":""He sentido que no había nada que me ilusionara.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1942.5","DASS21_011","DASS21","survey-multi-choice","22","29614","0.0-30.0-0.0","{""Q0"":""Me he sentido inquieto.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","2016.5","DASS21_012","DASS21","survey-multi-choice","23","31633","0.0-31.0-0.0","{""Q0"":""Se me hizo difícil relajarme.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1959.0999999940395","DASS21_013","DASS21","survey-multi-choice","24","33595","0.0-32.0-0.0","{""Q0"":""Me sentí triste y deprimido.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","2009.1000000089407","DASS21_014","DASS21","survey-multi-choice","25","35606","0.0-33.0-0.0","{""Q0"":""No toleré nada que no me permitiera continuar con lo que estaba haciendo.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","2035.8999999910593","DASS21_015","DASS21","survey-multi-choice","26","37644","0.0-34.0-0.0","{""Q0"":""Sentí que estaba al punto de pánico.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","2055.9000000059605","DASS21_016","DASS21","survey-multi-choice","27","39707","0.0-35.0-0.0","{""Q0"":""No me pude entusiasmar por nada.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1469","DASS21_017","DASS21","survey-multi-choice","28","41179","0.0-36.0-0.0","{""Q0"":""Sentí que valía muy poco como persona.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1243.4000000059605","DASS21_018","DASS21","survey-multi-choice","29","42427","0.0-37.0-0.0","{""Q0"":""He tendido a sentirme enfadado con facilidad.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1179.4000000059605","DASS21_019","DASS21","survey-multi-choice","30","43608","0.0-38.0-0.0","{""Q0"":""Sentí los latidos de mi corazón a pesar de no haber hecho ningún esfuerzo físico.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1181","DASS21_020","DASS21","survey-multi-choice","31","44790","0.0-39.0-0.0","{""Q0"":""Tuve miedo sin razón.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1410.2999999970198","DASS21_021","DASS21","survey-multi-choice","32","46202","0.0-40.0-0.0","{""Q0"":""Sentí que la vida no tenía ningún sentido.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
