"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","question_order"
"[{""page_index"":0,""viewing_time"":760}]","761","Instructions_001","DASS21","instructions","11","13961","0.0-19.0-0.0","","",""
"","1638.2999999970198","DASS21_001","DASS21","survey-multi-choice","12","15602","0.0-20.0-0.0","{""Q0"":""Me ha costado mucho descargar la tensión.""}","{""Q0"":"" Me ha ocurrido mucho, o la mayor parte del tiempo""}","[0]"
"","1410.2000000029802","DASS21_002","DASS21","survey-multi-choice","13","17014","0.0-21.0-0.0","{""Q0"":""Me di cuenta que tenía la boca seca.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1208.6000000089407","DASS21_003","DASS21","survey-multi-choice","14","18224","0.0-22.0-0.0","{""Q0"":""No podía sentir ningún sentimiento positivo.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1141.5999999940395","DASS21_004","DASS21","survey-multi-choice","15","19367","0.0-23.0-0.0","{""Q0"":""Se me hizo difícil respirar.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1469","DASS21_005","DASS21","survey-multi-choice","16","20840","0.0-24.0-0.0","{""Q0"":""Se me hizo difícil tomar la iniciativa para hacer cosas.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1145","DASS21_006","DASS21","survey-multi-choice","17","21986","0.0-25.0-0.0","{""Q0"":""Reaccioné exageradamente en ciertas situaciones.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1857.4000000059605","DASS21_007","DASS21","survey-multi-choice","18","23846","0.0-26.0-0.0","{""Q0"":""Sentí que mis manos temblaban.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1877.5","DASS21_008","DASS21","survey-multi-choice","19","25725","0.0-27.0-0.0","{""Q0"":""He sentido que estaba gastando una gran cantidad de energía.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1895.2000000029802","DASS21_009","DASS21","survey-multi-choice","20","27622","0.0-28.0-0.0","{""Q0"":""Estaba preocupado por situaciones en las cuales podía tener pánico o en las que podría hacer el ridículo.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1957","DASS21_010","DASS21","survey-multi-choice","21","29581","0.0-29.0-0.0","{""Q0"":""He sentido que no había nada que me ilusionara.""}","{""Q0"":"" Me ha ocurrido mucho, o la mayor parte del tiempo""}","[0]"
"","2028.5999999940395","DASS21_011","DASS21","survey-multi-choice","22","31613","0.0-30.0-0.0","{""Q0"":""Me he sentido inquieto.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","2054.2999999970198","DASS21_012","DASS21","survey-multi-choice","23","33669","0.0-31.0-0.0","{""Q0"":""Se me hizo difícil relajarme.""}","{""Q0"":"" Me ha ocurrido mucho, o la mayor parte del tiempo""}","[0]"
"","2131.800000011921","DASS21_013","DASS21","survey-multi-choice","24","35803","0.0-32.0-0.0","{""Q0"":""Me sentí triste y deprimido.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","2009.4000000059605","DASS21_014","DASS21","survey-multi-choice","25","37819","0.0-33.0-0.0","{""Q0"":""No toleré nada que no me permitiera continuar con lo que estaba haciendo.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1891.2000000029802","DASS21_015","DASS21","survey-multi-choice","26","39714","0.0-34.0-0.0","{""Q0"":""Sentí que estaba al punto de pánico.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1309.800000011921","DASS21_016","DASS21","survey-multi-choice","27","41025","0.0-35.0-0.0","{""Q0"":""No me pude entusiasmar por nada.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1205.1000000089407","DASS21_017","DASS21","survey-multi-choice","28","42231","0.0-36.0-0.0","{""Q0"":""Sentí que valía muy poco como persona.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1203.9000000059605","DASS21_018","DASS21","survey-multi-choice","29","43436","0.0-37.0-0.0","{""Q0"":""He tendido a sentirme enfadado con facilidad.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1270.5999999940395","DASS21_019","DASS21","survey-multi-choice","30","44710","0.0-38.0-0.0","{""Q0"":""Sentí los latidos de mi corazón a pesar de no haber hecho ningún esfuerzo físico.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1294.5","DASS21_020","DASS21","survey-multi-choice","31","46006","0.0-39.0-0.0","{""Q0"":""Tuve miedo sin razón.""}","{""Q0"":"" Me ha ocurrido mucho, o la mayor parte del tiempo""}","[0]"
"","1455.8999999910593","DASS21_021","DASS21","survey-multi-choice","32","47463","0.0-40.0-0.0","{""Q0"":""Sentí que la vida no tenía ningún sentido.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
