"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","question_order"
"[{""page_index"":0,""viewing_time"":942}]","943","Instructions_001","DASS21","instructions","11","18766","0.0-19.0-0.0","","",""
"","2709.7000000029802","DASS21_001","DASS21","survey-multi-choice","12","21481","0.0-20.0-0.0","{""Q0"":""Me ha costado mucho descargar la tensión.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1376.8999999910593","DASS21_002","DASS21","survey-multi-choice","13","22860","0.0-21.0-0.0","{""Q0"":""Me di cuenta que tenía la boca seca.""}","{""Q0"":"" Me ha ocurrido mucho, o la mayor parte del tiempo""}","[0]"
"","1378","DASS21_003","DASS21","survey-multi-choice","14","24240","0.0-22.0-0.0","{""Q0"":""No podía sentir ningún sentimiento positivo.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1249.2999999970198","DASS21_004","DASS21","survey-multi-choice","15","25492","0.0-23.0-0.0","{""Q0"":""Se me hizo difícil respirar.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1909.6000000089407","DASS21_005","DASS21","survey-multi-choice","16","27404","0.0-24.0-0.0","{""Q0"":""Se me hizo difícil tomar la iniciativa para hacer cosas.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","2104.2999999970198","DASS21_006","DASS21","survey-multi-choice","17","29513","0.0-25.0-0.0","{""Q0"":""Reaccioné exageradamente en ciertas situaciones.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","2142.2999999970198","DASS21_007","DASS21","survey-multi-choice","18","31657","0.0-26.0-0.0","{""Q0"":""Sentí que mis manos temblaban.""}","{""Q0"":"" Me ha ocurrido mucho, o la mayor parte del tiempo""}","[0]"
"","2072.2999999970198","DASS21_008","DASS21","survey-multi-choice","19","33732","0.0-27.0-0.0","{""Q0"":""He sentido que estaba gastando una gran cantidad de energía.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","2164.7999999970198","DASS21_009","DASS21","survey-multi-choice","20","35900","0.0-28.0-0.0","{""Q0"":""Estaba preocupado por situaciones en las cuales podía tener pánico o en las que podría hacer el ridículo.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1792.2000000029802","DASS21_010","DASS21","survey-multi-choice","21","37695","0.0-29.0-0.0","{""Q0"":""He sentido que no había nada que me ilusionara.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1335.2999999970198","DASS21_011","DASS21","survey-multi-choice","22","39032","0.0-30.0-0.0","{""Q0"":""Me he sentido inquieto.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1172.1000000089407","DASS21_012","DASS21","survey-multi-choice","23","40206","0.0-31.0-0.0","{""Q0"":""Se me hizo difícil relajarme.""}","{""Q0"":"" Me ha ocurrido mucho, o la mayor parte del tiempo""}","[0]"
"","1186.3999999910593","DASS21_013","DASS21","survey-multi-choice","24","41393","0.0-32.0-0.0","{""Q0"":""Me sentí triste y deprimido.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1119.4000000059605","DASS21_014","DASS21","survey-multi-choice","25","42515","0.0-33.0-0.0","{""Q0"":""No toleré nada que no me permitiera continuar con lo que estaba haciendo.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1257.5999999940395","DASS21_015","DASS21","survey-multi-choice","26","43774","0.0-34.0-0.0","{""Q0"":""Sentí que estaba al punto de pánico.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1124.2999999970198","DASS21_016","DASS21","survey-multi-choice","27","44900","0.0-35.0-0.0","{""Q0"":""No me pude entusiasmar por nada.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1145.9000000059605","DASS21_017","DASS21","survey-multi-choice","28","46047","0.0-36.0-0.0","{""Q0"":""Sentí que valía muy poco como persona.""}","{""Q0"":"" Me ha ocurrido un poco, o durante parte del tiempo""}","[0]"
"","1390.199999988079","DASS21_018","DASS21","survey-multi-choice","29","47439","0.0-37.0-0.0","{""Q0"":""He tendido a sentirme enfadado con facilidad.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1179.199999988079","DASS21_019","DASS21","survey-multi-choice","30","48620","0.0-38.0-0.0","{""Q0"":""Sentí los latidos de mi corazón a pesar de no haber hecho ningún esfuerzo físico.""}","{""Q0"":"" Me ha ocurrido bastante, o durante una buena parte del tiempo""}","[0]"
"","1290.5","DASS21_020","DASS21","survey-multi-choice","31","49912","0.0-39.0-0.0","{""Q0"":""Tuve miedo sin razón.""}","{""Q0"":"" No me ha ocurrido""}","[0]"
"","1988.2000000029802","DASS21_021","DASS21","survey-multi-choice","32","51903","0.0-40.0-0.0","{""Q0"":""Sentí que la vida no tenía ningún sentido.""}","{""Q0"":"" Me ha ocurrido mucho, o la mayor parte del tiempo""}","[0]"
